time,q1 (left cable),q2 (right cable)
0.0,9.433981132056603,5.385164807134504
0.03155778894472362,9.33812942437068,5.319996006800212
0.06311557788944724,9.155908455692884,5.3096850237720945
0.09467336683417087,8.898317580666523,5.369276924884423
0.1262311557788945,8.580974482234533,5.511986059925508
0.1577889447236181,8.223793812112065,5.745095393398426
0.18934673366834173,7.850289760670027,6.067084068874069
0.22090452261306537,7.48629734276458,6.46714417299348
0.252462311557789,7.1578745897147495,6.9269096408458255
0.2840201005025126,6.8882788440160985,7.423249164143225
0.3155778894472362,6.694344591263457,7.9309987149953844
0.34713567839195986,6.583262172031796,8.425088681615353
0.37869346733668346,6.551158769776763,8.88201893135642
0.4102512562814071,6.5843721919824265,9.280841891926412
0.44180904522613074,6.663005253008743,9.603823938779309
0.47336683417085434,6.765310574721354,9.83689929373908
0.504924623115578,6.871465803430249,9.969975916697493
0.5364824120603016,6.9660358299645155,9.99711773714932
0.5680402010050252,7.039117469168502,9.916610063197414
0.5995979899497488,7.0864686387492135,9.730908975952214
0.6311557788944724,7.1089287204584615,9.446475910482532
0.6627135678391961,7.111338678188691,9.073502195086556
0.6942713567839197,7.10109448724488,8.625533090373564
0.7258291457286433,7.086459862070077,8.119005428423618
0.7573869346733669,7.074819164144486,7.572715789882755
0.7889447236180905,7.071129547349786,7.007234950658493
0.8205025125628141,7.076869550664977,6.444275237825592
0.8520603015075378,7.089722425414009,5.9059951675244715
0.8836180904522615,7.104071652149079,5.414187151351885
0.9151758793969851,7.112188604630072,4.98925091859175
0.9467336683417087,7.105850956928243,4.648858753036213
0.9782914572864323,7.078096261223518,4.406367271789795
1.009849246231156,7.024868180880285,4.269374191018959
1.0414070351758795,6.946390746250727,4.239133246917523
1.0729648241206031,6.84814914971377,4.3113336902704305
1.1045226130653267,6.741331929428494,4.477918133664604
1.1360804020100503,6.642502977390534,4.728918246518639
1.167638190954774,6.572182358358675,5.053467913569866
1.1991959798994976,6.55206934822779,5.439903926723768
1.2307537688442212,6.6010385532661955,5.875403753383132
1.2623115577889448,6.730799001691692,6.345655323642207
1.2938693467336686,6.942748376649592,6.834828084813911
1.3254271356783922,7.227319657950595,7.325887734059567
1.3569849246231158,7.565918295288818,7.801175400721153
1.3885427135678394,7.934352323114583,8.243141775949994
1.420100502512563,8.306382354060306,8.635141823512368
1.4516582914572866,8.656544804764097,8.962222424509903
1.4832160804020103,8.962047630762951,9.211858500493003
1.5147738693467339,9.20389733817027,9.374609417042452
1.5463316582914575,9.367496559152977,9.444677941710014
1.577889447236181,9.442901525117584,9.420360445080478
1.6094472361809047,9.42485547344019,9.304380076165053
1.6410050251256283,9.312658639700889,9.104093317114422
1.672562814070352,9.109903259189213,8.831551493537688
1.7041206030150755,8.824086803625457,8.503376884277968
1.7356783919597991,8.466111766163777,8.140370900031073
1.767236180904523,8.049681194384005,7.766706308830925
1.7987939698492466,7.5906037418011465,7.4084841778120945
1.8303517587939702,7.106030079475712,7.091427287548625
1.8619095477386938,6.613655345831006,6.837671256471481
1.8934673366834174,6.130941689321814,6.662121608136026
1.925025125628141,5.674440659671041,6.569516227578759
1.9565829145728646,5.259319598578486,6.553573334787718
1.9881407035175882,4.899196266378696,6.598863614793558
2.019698492462312,4.606319974555463,6.684694996794268
2.0512562814070354,4.39196540780174,6.789465462886259
2.082814070351759,4.266655328734906,6.894174531068598
2.1143718592964826,4.239684804574675,6.9845723328163825
2.1459296482412062,4.317679219099448,7.052046291038262
2.17748743718593,4.502629865761864,7.093567335811939
2.2090452261306535,4.790442220033909,7.110983210931339
2.240603015075377,5.170788282059943,7.109845959124971
2.2721608040201007,5.6281699629713495,7.097899134187105
2.3037185929648243,6.143503033531537,7.083358519622224
2.335276381909548,6.695616383186253,7.073184770909827
2.3668341708542715,7.262441463525584,7.071621546305767
2.398391959798995,7.821928635389344,7.079292845090601
2.4299497487437187,8.352797192089728,7.0930692559959825
2.4615075376884423,8.835198487895841,7.106736002919286
2.493065326633166,9.251327181558255,7.112303187615944
2.5246231155778895,9.585984242111168,7.101679444816869
2.5561809045226136,9.827079695221034,7.068419658722437
2.587738693467337,9.966058132055764,7.009321994696682
2.619296482412061,9.998230984789169,6.925723987684279
2.6508542713567844,9.923003405429077,6.824377195223965
2.682412060301508,9.743988403579106,6.717740289437091
2.7139698492462316,9.469005322196889,6.623435506286966
2.7455276381909552,9.109962176667098,6.562540047202613
2.777085427135679,8.68261939111257,6.556499233856869
2.8086432160804025,8.206222011826496,6.622939140099511
2.840201005025126,7.702962764248308,6.771450889956519
2.8717587939698497,7.197193954344622,7.000923642953333
2.9033165829145733,6.714246444188687,7.299516556906256
2.934874371859297,6.2786751978694,7.647054266827095
2.9664321608040205,5.91183106552472,8.018592936651872
2.997989949748744,5.628995274095964,8.387855062923437
3.0295477386934677,5.436902810477299,8.729843475695516
3.0611055276381913,5.332901930762303,9.022544193773987
3.092663316582915,5.306575549262301,9.247914307475815
3.1242211055276385,5.343369563505894,9.392389319973569
3.155778894472362,5.428683229723555,9.447082506890679
3.1873366834170858,5.550897643653749,9.407777790280363
3.2188944723618094,5.702658587025117,9.274767669544586
3.250452261306533,5.8805415255586215,9.052559999301515
3.2820100502512566,6.083621257639542,8.749465039823031
3.31356783919598,6.311553422230875,8.377070896897303
3.345125628140704,6.562727013337347,7.949617291098318
3.3766834170854274,6.832925389150298,7.483282910091124
3.408241206030151,7.114740823689784,6.995410590164189
3.4397989949748746,7.3977618061085995,6.503708739927297
3.4713567839195982,7.66936910576867,6.02548838951924
3.502914572864322,7.915892723704157,5.577021735867335
3.534472361809046,8.123895631172754,5.173129688007302
3.5660301507537695,8.281417682210577,4.827095322919047
3.597587939698493,8.37908737180413,4.550912825301185
3.6291457286432167,8.411063666727417,4.355685075770463
3.6607035175879403,8.375798309622402,4.251734389984128
3.692261306532664,8.276613056635808,4.247912888539849
3.7238190954773875,8.122067989575898,4.349975240365124
3.755376884422111,7.9260537046799175,4.558632027586845
3.7869346733668348,7.707467940828941,4.8683495062620175
3.8184924623115584,7.489245135607407,5.267514181576412
3.850050251256282,7.296447575568883,5.739679947039944
3.8816080402010056,7.1532254087319735,6.265172913862324
3.913165829145729,7.078868611317805,6.822527928038395
3.944723618090453,7.083882410233107,7.38960842185028
3.9762814070351764,7.167547469311549,7.944476254743609
4.0078391959799,7.3180939196353005,8.466116945813893
4.039396984924624,7.515403622031854,8.935089479884866
4.070954773869348,7.735012023167213,9.334127167292676
4.102512562814071,7.951978700866374,9.64868845927967
4.134070351758795,8.143787332326363,9.867443844991852
4.165628140703518,8.292123418487346,9.98268169100769
4.197185929648242,8.383749169855069,9.990617720911494
4.228743718592965,8.410764760521328,9.8915970205648
4.260301507537689,8.37047612702632,9.690182301865532
4.2918592964824125,8.264998286713169,9.39512629482499
4.3234170854271365,8.100654480437534,9.019227846339053
4.35497487437186,7.887191467205184,8.579067828311068
4.386532663316584,7.6368158019228405,8.094607852981344
4.418090452261307,7.363062806875322,7.5886060104785455
4.449648241206031,7.079541336431034,7.0857549666939486
4.481206030150754,6.798655105026552,6.611387762567176
4.512763819095478,6.530476716811202,6.18957360809263
4.544321608040201,6.282014188895325,5.8405525141510735
4.575879396984925,6.057113348068195,5.577862709598272
4.607437185929649,5.857142142860999,5.406120875834413
4.638994974874373,5.682410388225031,5.320699704124798
4.670552763819096,5.5340529528579605,5.309891388242238
4.70211055276382,5.415919841817888,5.358793267866375
4.733668341708543,5.3359038968641475,5.453269135078613
4.765226130653267,5.306099635071595,5.582610606341936
4.79678391959799,5.341298410711831,5.740424383301617
4.828341708542714,5.455771497676804,5.923999181579945
4.859899497487437,5.659142577029831,6.132713179454317
4.8914572864321615,5.95293726931579,6.366085959698845
4.923015075376885,6.329271704818726,6.622013000888956
4.954572864321609,6.771959507632039,6.895582692168438
4.986130653266332,7.259101268090604,7.1786706457604845
5.017688442211056,7.765927641135022,7.46028285408404
5.049246231155779,8.267147080860347,7.727455286966815
5.080804020100503,8.738620298450357,7.966457809016929
5.112361809045227,9.158483029577999,8.16408068222716
5.14391959798995,9.507896600184043,8.308854469813987
5.175477386934674,9.771560576364578,8.392125477402974
5.207035175879398,9.93806289678795,8.408957567601501
5.238592964824122,10.000101070919747,8.358853644949553
5.270150753768845,9.954585426062437,8.246289124863793
5.301708542713569,9.802626263528118,8.081026138942056
5.333266331658292,9.549405523104687,7.8781275981371355
5.364824120603016,9.203936354921867,7.657511806239628
5.396381909547739,8.778718545707148,7.442796654553687
5.427939698492463,8.289302521221064,7.259144445902864
5.459497487437186,7.753778245049276,7.129976165309542
5.4910552763819105,7.192205780968839,7.072920749384354
5.522613065326634,6.62599829472698,7.09609136878798
5.554170854271358,6.0772508879517035,7.19616832846664
5.585728643216081,5.567975221411964,7.359199270713923
5.617286432160805,5.119155087085693,7.563725144249791
5.648844221105528,4.749517358300794,7.784864006711889
5.680402010050252,4.474002443277521,7.998008993218254
5.711959798994975,4.302205116018593,8.181470135357149
5.743517587939699,4.237428836188128,8.318023906624983
5.7750753768844225,4.277008819592432,8.39562634266744
5.806633165829147,4.4138844587268125,8.407570077432862
5.83819095477387,4.638549254020419,8.352284371258794
5.869748743718594,4.940380383994306,8.232889134215004
5.901306532663317,5.3080030067977075,8.056551882384795
5.932864321608041,5.729018010215351,7.833662487016074
5.964422110552764,6.189618885448619,7.5768301229631705
5.995979899497488,6.674450834692705,7.299718922989607
6.027537688442211,7.166818631839118,7.015776166472241
6.059095477386935,7.649191576097156,6.736969836391609
6.0906532663316595,8.103898719386661,6.472728529556604
6.122211055276383,8.513912575108268,6.229331404463432
6.153768844221107,8.863644932055914,6.00997923138855
6.18532663316583,9.13970350759933,5.81565613906449
6.216884422110554,9.331576674549174,5.64668483892374
6.248442211055277,9.43222564190291,5.504656288848196
6.28,9.43857106257876,5.394245598394172
